Taxon	Mnemonic	Scientific name
2023134		Bdeogale crassicauda tenius
2023135		Bdeogale jacksoni
326577	BDENI	Bdeogale nigripes
70595		Beamys
70596	BEAHI	Beamys hindei
2028299		Beamys major
59526		Beatragus
59527	BEAHU	Beatragus hunteri
100948		Belomys
100949	BELPA	Belomys pearsonii
48741		Berardius
74391	BERAR	Berardius arnuxii
48742	BERBI	Berardius bairdii
2608848		Berardius minimus
83758		Berylmys
595394	BERBD	Berylmys berdmorei
83759	BERBO	Berylmys bowersi
1520771		Berylmys manipulus
1494609		Berylmys sp. AEB-2014
857471		Berylmys sp. Be2b MP-2010
65620		Bettongia
1636722		Bettongia anhydra
223568		Bettongia gaimardi
65621		Bettongia lesueur
69259	BETPE	Bettongia penicillata
881300		Bettongia penicillata ogilbyi
135160	BETTO	Bettongia tropica
241100		Bibimys
241101		Bibimys chacoensis
241102		Bibimys labiosus
9900		Bison
304335		Bison antiquus
9901	BISBI	Bison bison
43347		Bison bison athabascae
43346		Bison bison bison
9902	BISBO	Bison bonasus
1874132		Bison bonasus caucasicus
268291	BISPR	Bison priscus
1920185		Bison schoetensacki
213252		Bison sp. BBS-2002
231747		Bison sp. CRS-DY-42
2599450		Biswamoyopterus
2599451		Biswamoyopterus biswasi
399228		Blanfordimys
465451		Blanfordimys afghanus
399229	BLABU	Blanfordimys bucharensis
2716902		Blanfordimys juldaschi
9386		Blarina
9387	BLABR	Blarina brevicauda
183658	BLACA	Blarina carolinensis
183659	BLAHY	Blarina hylophaga
202794		Blarina sp. 1165z
202793		Blarina sp. 1292z
202453		Blarina sp. 1307z
887798		Blarina sp. JRA-2010
689413		Blarina sp. LSG-2009a
202265		Blarinella
2588394		Blarinella cf. quadraticauda KIZ 0509420
2588395		Blarinella cf. quadraticauda KIZ 0509423
2588393		Blarinella cf. quadraticauda KIZ AL11069
268772	BLAGR	Blarinella griselda
1159882		Blarinella quadraticauda
202266		Blarinella sp. CCJD_2002
2020961		Blarinella sp. ZMMU S-195179
1159883		Blarinella wardi
89114		Blarinomys
89115	BLABE	Blarinomys breviceps
248132		Blastocerus
248133	BLADC	Blastocerus dichotomus
10080		Bolomys
10081	BOLAM	Bolomys amoenus
100644	BOLUR	Bolomys urichi
270781		Boneia
270782	BONBI	Boneia bidens
1922214		Bootherium
1922215		Bootherium bombifrons
1437010		Boreoeutheria
2779810		Boromys
2779812		Boromys offella
9903		Bos
659501		Bos frontalis frontalis
870456		Bos frontalis x Bos indicus
870457		Bos frontalis x Bos taurus
9904	BOSGA	Bos gaurus
30520	BOSGF	Bos gaurus frontalis
1383418		Bos gaurus gaurus
1705790		Bos gaurus x Bos taurus
687163		Bos grunniens x Bos indicus
331036		Bos grunniens x Bos taurus
9915	BOSIN	Bos indicus
119909		Bos indicus gudali
30522	BOBOX	Bos indicus x Bos taurus
9906	BOSJA	Bos javanicus
380177		Bos javanicus birmanicus
661048		Bos javanicus birmanicus x Bos indicus
1970158		Bos javanicus domesticus
659500		Bos javanicus javanicus
1472950		Bos javanicus lowi
72004		Bos mutus
30521	BOSMU	Bos mutus grunniens
2777923		Bos mutus x Bos grunniens
9909	BOSPR	Bos primigenius
135829	BOSSA	Bos sauveli
29061		Bos sp.
1471203		Bos sp. 2048.1
2706543		Bos sp. BXL002
2706544		Bos sp. BXL006
9913	BOVIN	Bos taurus
297284		Bos taurus x Bison bison
9916		Boselaphus
9917	BOSTR	Boselaphus tragocamelus
9895		Bovidae
2081493		Bovidae sp. FV-2018
272462		Bovidae sp. Sembel
27592		Bovinae
2510329		Bovinae intergeneric hybrids
504101		Brachiones
504102		Brachiones przewalskii
48082		Brachylagus
48083	BRAID	Brachylagus idahoensis
9420		Brachyphylla
9421	BRACV	Brachyphylla cavernarum
290570	BRANN	Brachyphylla nana
290571	BRAPM	Brachyphylla pumila
40235		Brachyphyllinae
107269		Brachytarsomys
107270	BRAAL	Brachytarsomys albicauda
2028300		Brachytarsomys villosa
30593		Brachyteles
30594	BRAAR	Brachyteles arachnoides
342807	BRAHY	Brachyteles hypoxanthus
107271		Brachyuromys
107272	BRABT	Brachyuromys betsileoensis
107281	BRARM	Brachyuromys ramirohitra
9352		Bradypodidae
9353		Bradypus
652851		Bradypus pygmaeus
380228		Bradypus sp. DEW-2006
227087		Bradypus torquatus
9354	BRATR	Bradypus tridactylus
9355	BRAVA	Bradypus variegatus
37551		Bradypus variegatus infuscatus
2779809		Brotomys
2779813		Brotomys voratus
241098		Brucepattersonius
241103		Brucepattersonius igniventris
1541160		Brucepattersonius iheringi
241099		Brucepattersonius soricinus
9918		Bubalus
89462	BUBBU	Bubalus bubalis
391902		Bubalus bubalis bubalis
365610		Bubalus bubalis x Bubalus carabanensis
346063	BUBCA	Bubalus carabanensis
27596	BUBDE	Bubalus depressicornis
56639	BUBMI	Bubalus mindorensis
56640	BUBQU	Bubalus quarlesi
85875		Bubalus sp.
37180		Budorcas
37181	BUDTA	Budorcas taxicolor
37182		Budorcas taxicolor bedfordi
37183		Budorcas taxicolor taxicolor
155054		Budorcas taxicolor tibetana
349694		Bullimus
349695	BULBA	Bullimus bagobus
349696	BULGA	Bullimus gamay
349697	BULLU	Bullimus luzonicus
48084		Bunolagus
48085	BUNMO	Bunolagus monticularis
472708		Bunomys
472709		Bunomys andrewsi
485423		Bunomys chrysocomus
2606483		Bunomys coelestis
2683849		Bunomys fratrorum
1330375		Bunomys penitus
2783901		Bunomys prolatus
2606484		Bunomys torajae
30658		Burramyidae
38599		Burramys
38600	BURPA	Burramys parvus
48851		Cabassous
1756215		Cabassous centralis
1756213		Cabassous chacoensis
1756214		Cabassous tatouay
48852	CABUN	Cabassous unicinctus
30595		Cacajao
535896		Cacajao ayresi
30596	CACCA	Cacajao calvus
85699		Cacajao calvus calvus
658398		Cacajao calvus novaesi
658400		Cacajao calvus rubicundus
658399		Cacajao calvus ucayalli
535897		Cacajao hosomi
70825	CACME	Cacajao melanocephalus
70927		Cacajao rubicundus
2704457		Cacajao sp. CTGAM5666
37886		Caenolestes
473861		Caenolestes caniventer
1408244		Caenolestes convelatus
37696	CAEFU	Caenolestes fuliginosus
1408241		Caenolestes sangay
30659		Caenolestidae
1868921		Calassomys
1868922		Calassomys apicalis
745242		Calcochloris
745243		Calcochloris obtusirostris
1662289		Calcochloris obtusirostris obtusirostris
1965113		Calibella
38069		Callicebinae
9522		Callicebus
1861701		Callicebus caquetensis
867333		Callicebus coimbrai
1861703		Callicebus discolor
1290433		Callicebus dubius
867334		Callicebus nigrifrons
1861702		Callicebus ornatus
70814		Callicebus personatus
78274	CALPN	Callicebus personatus nigrifrons
78275	CALPP	Callicebus personatus personatus
116962		Callicebus sp.
1861704		Callicebus sp. 1 MH-2016
1861705		Callicebus sp. 2 MH-2016
1090915		Callicebus sp. MAS-2011
2650809		Callicebus sp. n. GD-2019
9494		Callimico
9495	CALGO	Callimico goeldii
1758239		Callimico sp.
1090914		Callimico sp. MAS-2011
1567506		Callistomys
1567507		Callistomys pictus
1965096		Callithrix
9481		Callithrix
57375	CALAU	Callithrix aurita
1346251		Callithrix flaviceps
52231	CALGE	Callithrix geoffroyi
666519		Callithrix humilis
9483	CALJA	Callithrix jacchus
1476500		Callithrix jacchus x penicillata
867363	CALKU	Callithrix kuhlii
57378	CALPI	Callithrix penicillata
9493	CALPY	Callithrix pygmaea
9485	CALSQ	Callithrix sp.
2765886		Callithrix sp. 1 JM-2020
2765895		Callithrix sp. 10 JM-2020
2765896		Callithrix sp. 11 JM-2020
2765897		Callithrix sp. 12 JM-2020
2765898		Callithrix sp. 13 JM-2020
2765899		Callithrix sp. 14 JM-2020
2765900		Callithrix sp. 15 JM-2020
2765901		Callithrix sp. 16 JM-2020
2765902		Callithrix sp. 17 JM-2020
2765903		Callithrix sp. 18 JM-2020
2765887		Callithrix sp. 2 JM-2020
2765888		Callithrix sp. 3 JM-2020
2765889		Callithrix sp. 4 JM-2020
2765890		Callithrix sp. 5 JM-2020
2765891		Callithrix sp. 6 JM-2020
2765892		Callithrix sp. 7 JM-2020
2765893		Callithrix sp. 8 JM-2020
2765894		Callithrix sp. 9 JM-2020
217956		Callithrix sp. DB-2003
9480		Callitrichinae
34883		Callorhinus
34884	CALUR	Callorhinus ursinus
337724		Callosciurinae
337736		Callosciurini
64663		Callosciurus
1655504		Callosciurus adamsi
2505932		Callosciurus albescens
1684325		Callosciurus baluensis
64664	CALCN	Callosciurus caniceps
64677	CALER	Callosciurus erythraeus
1183837		Callosciurus erythraeus griseimanus
1591310		Callosciurus erythraeus thaiwanensis
127500		Callosciurus finlaysonii
1966380		Callosciurus finlaysonii frandseni
2017590		Callosciurus honkhoaiensis
644236		Callosciurus inornatus
2505933		Callosciurus melanogaster
127501		Callosciurus nigrovittatus
64678	CALNT	Callosciurus notatus
1002693		Callosciurus orestes
1706216		Callosciurus phayrei
64676	CALPV	Callosciurus prevostii
1706217		Callosciurus prevostii pluto
2505934		Callosciurus pygerythrus
2505935		Callosciurus quinquestriatus
1748264		Callosciurus sp. 1 AG-2015
1424282		Callosciurus sp. 1 MG-2013
1748265		Callosciurus sp. 2 AG-2015
1430417		Callosciurus sp. 2 MG-2013
1141637		Callospermophilus
76772	CALLR	Callospermophilus lateralis
646472		Callospermophilus lateralis arizonensis
646473		Callospermophilus lateralis bernardinus
646474		Callospermophilus lateralis chrysodeirus
646475		Callospermophilus lateralis lateralis
100390		Callospermophilus lateralis trepidus
99842	CALMG	Callospermophilus madrensis
99858	CALSW	Callospermophilus saturatus
29105		Calomys
327559		Calomys aff. expulsus
414451		Calomys callidus
56210	CALCL	Calomys callosus
327558		Calomys expulsus
160455	CALFC	Calomys fecundus
169185	CALHM	Calomys hummelincki
56211	CALLC	Calomys laucha
29106	CALLP	Calomys lepidus
56212	CALMU	Calomys musculinus
29107	CALSS	Calomys sorellus
160457		Calomys sp.
378674		Calomys sp. CEG40
378673		Calomys sp. CEG41
245181		Calomys sp. CRB 1590
378672		Calomys sp. LBCE5556
378671		Calomys sp. LBCE5583
752757		Calomys sp. LLM-2010a
162310	CALTE	Calomys tener
378670		Calomys tocantinsi
160456	CALVN	Calomys venustus
337669		Calomyscidae
40140		Calomyscinae
10132		Calomyscus
107264		Calomyscus bailwardi
218778		Calomyscus baluchi
1736616		Calomyscus elburzensis
1736624		Calomyscus grandis
482974		Calomyscus hotsoni
109677		Calomyscus mystax
10133		Calomyscus sp.
1392813		Calomyscus sp. 1 JJS-2013
1736629		Calomyscus sp. group B SAk-2015
1736628		Calomyscus sp. group C SAk-2015
1736627		Calomyscus sp. group D SAk-2015
2028314		Calomyscus sp. SJS-2017
1736625		Calomyscus urartensis
223566		Caloprymnus
223567		Caloprymnus campestris
126284		Caluromyinae
42712		Caluromys
992409		Caluromys derbianus
42713	CALLN	Caluromys lanatus
70610	CALPD	Caluromys philander
126285		Caluromysiops
126286	CALIR	Caluromysiops irrupta
984614		Calyptophractus
984615		Calyptophractus retusus
9835		Camelidae
1579311		Camelidae mixed library
647690		Camelops
1656233		Camelops cf. hesternus PDH-2015
647691	CAMHE	Camelops hesternus
9836		Camelus
9837	CAMBA	Camelus bactrianus
9838	CAMDR	Camelus dromedarius
419612	CAMFR	Camelus ferus
30536		Camelus sp.
9608		Canidae
379584		Caniformia
9611		Canis
68723	CANAD	Canis adustus
68724	CANAU	Canis aureus
2562269		Canis dirus
1002244		Canis environmental sample
242525		Canis himalayensis
242524		Canis indica
9614	CANLA	Canis latrans
1707807		Canis lupaster
9612	CANLU	Canis lupus
1320375		Canis lupus arctos
143281		Canis lupus baileyi
1341016		Canis lupus campestris
246881		Canis lupus chanco
1295334		Canis lupus desertorum
286419		Canis lupus dingo
9615	CANLF	Canis lupus familiaris
644627		Canis lupus hattai
188536		Canis lupus hodophilax
676787		Canis lupus labradorius
554455		Canis lupus laniger
443256		Canis lupus lupus
228401		Canis lupus lycaon
659069		Canis lupus mogollonensis
2605939		Canis lupus orion
246882		Canis lupus pallipes
425934		Canis lupus signatus
1605264		Canis lupus variabilis
990119		Canis lupus x Canis lupus familiaris
68725	CANMS	Canis mesomelas
69045	CANME	Canis mesomelas elongae
45781	CANRF	Canis rufus
32534	CANSI	Canis simensis
9616		Canis sp.
2714668		Canis sp. 70-TX-01
2714669		Canis sp. 70-TX-02
2714670		Canis sp. 70-TX-03
2714671		Canis sp. 70-TX-05
2714672		Canis sp. 70-TX-06
2714673		Canis sp. 70-TX-07
2714674		Canis sp. 70-TX-08
2714675		Canis sp. 70-TX-09
1419257		,Canis sp. Belgium/36,,000,
613187		Canis sp. CANInt1
2769327		Canis sp. CM0006548
2769329		Canis sp. CM038379
1785177		Canis sp. KEB-2016
1419712		,Canis sp. Russia/33,,500,
2769328		Canis sp. UMMZ91100
1392511		Cannomys
1392512		Cannomys badius
1343852		Cansumys
1343853		Cansumys canus
27603		Caperea
27604	CAPMR	Caperea marginata
9922		Capra
231416		Capra aegagrus blythi
123799		Capra aegagrus cretica
72540	CAPCU	Capra caucasica
1591311		Capra caucasica caucasica
72541	CAPCY	Capra cylindricornis
48167	CAPFA	Capra falconeri
1591312		Capra falconeri cashmiriensis
2358211		Capra falconeri falconeri
373515		Capra falconeri heptneri
373516		Capra falconeri megaceros
9925	CAPHI	Capra hircus
9923	CAPHE	Capra hircus aegagrus
1983724		Capra hircus cretica
2666255		Capra hircus x Ovis aries
72542	CAPIB	Capra ibex
80420	CAPII	Capra ibex ibex
72543	CAPNU	Capra nubiana
2544878		Capra nubiana x Capra hircus
80419		Capra pyrenaica
478592		Capra pyrenaica hispanica
398063		Capra pyrenaica pyrenaica
72544	CAPSI	Capra sibirica
1743234		Capra sibirica hagenbecki
2544879		Capra sibirica x Capra hircus
61294		Capra sp.
2759234		Capra sp. BDJ-2020
509850		Capra walie
9857		Capreolus
9858	CAPCA	Capreolus capreolus
311186		Capreolus capreolus bedfordi
48560	CAPPY	Capreolus pygargus
159714		Capreolus pygargus ochracea
413807		Capreolus pygargus tianschanicus
9965		Capricornis
9966	CAPCR	Capricornis crispus
1073286		Capricornis milneedwardsii
1842464		Capricornis milneedwardsii argyrochaetes
1256861		Capricornis milneedwardsii maritimus
2664340		Capricornis rubidus
1862648		Capricornis sp.
1515642		Capricornis sp. HD-2014
1842462		Capricornis sp. YZ-2016
34865	CAPSU	Capricornis sumatraensis
34866	CAPSW	Capricornis swinhoei
1734079		Capricornis thar
1734080		Capricornis thar jamrachi
9963		Caprinae
2666254		Caprinae intergeneric hybrids
235648		Caprolagus
235649		Caprolagus hispidus
30644		Capromyidae
34841		Capromys
34842	CAPPI	Capromys pilorides
61393		Caracal
61394	CARAC	Caracal caracal
1041409		Cardiocraniinae
1041410		Cardiocranius
1041411		Cardiocranius paradoxus
270763		Cardioderma
270764	CARCQ	Cardioderma cor
1868481		Carlito
1868482	CARSF	Carlito syrichta
33554	9CARN	Carnivora
816535		Carnivora sp. BOLD:AAA1542
1067753		Carnivora sp. BOLD:AAA3869
816536		Carnivora sp. BOLD:AAA5637
816537		Carnivora sp. BOLD:AAA7409
974056		Carnivora sp. BOLD:AAA9549
816538		Carnivora sp. BOLD:AAB7882
1067754		Carnivora sp. BOLD:AAC0893
1067755		Carnivora sp. BOLD:AAC2404
816539		Carnivora sp. BOLD:AAC2892
974057		Carnivora sp. BOLD:AAC5017
816540		Carnivora sp. BOLD:AAC5230
816541		Carnivora sp. BOLD:AAC5231
816542		Carnivora sp. BOLD:AAC6751
974058		Carnivora sp. BOLD:AAC8458
816543		Carnivora sp. BOLD:AAD0672
816544		Carnivora sp. BOLD:AAD3317
1067756		Carnivora sp. BOLD:AAD6819
816545		Carnivora sp. BOLD:AAD7556
816546		Carnivora sp. BOLD:AAE2544
1067757		Carnivora sp. BOLD:AAE6246
1067758		Carnivora sp. BOLD:AAE7693
816547		Carnivora sp. BOLD:AAE9178
816548		Carnivora sp. BOLD:AAF0193
974059		Carnivora sp. BOLD:AAF1298
816549		Carnivora sp. BOLD:AAF4913
915850		Carnivora sp. BOLD:AAJ1637
816550		Carnivora sp. BOLD:AAJ1863
816551		Carnivora sp. BOLD:AAJ7206
816552		Carnivora sp. BOLD:AAJ7207
974060		Carnivora sp. BOLD:AAK7142
974061		Carnivora sp. BOLD:AAL2944
974062		Carnivora sp. BOLD:AAN3846
974063		Carnivora sp. BOLD:AAN3991
1067759		Carnivora sp. BOLD:AAU5960
1067760		Carnivora sp. BOLD:AAV6889
40232		Carollia
348608		Carollia benkeithi
138695	CARBR	Carollia brevicauda
409058		Carollia brevicauda PS1
409059		Carollia brevicauda PS2
138696	CARCE	Carollia castanea
1331094		Carollia manu
40233	CARPS	Carollia perspicillata
208969		Carollia sowelli
1380313		Carollia sp. 1 PMV-2013
138697	CARSU	Carollia subrufa
40231		Carolliinae
745244		Carpitalpa
745245		Carpitalpa arendsi
349722		Carpomys
2219198		Carpomys melanurus
349723		Carpomys phaeurus
1567512		Carterodon
1567513		Carterodon sulcidens
1091508		Casinycteris
1091509		Casinycteris argynnis
1497437		Casinycteris campomaanensis
1497438		Casinycteris ophiodon
2069572		Cassistrellus
712050		Cassistrellus dimissus
2069573		Cassistrellus yokdonensis
10184		Castor
51338	CASCN	Castor canadensis
10185	CASFI	Castor fiber
331605		Castor fiber albicus
297337		Castor fiber birulai
331606		Castor fiber fiber
331607		Castor fiber galliae
297338		Castor fiber pohlei
297339		Castor fiber tuvinicus
2302992		Castoria
2302993		Castoria angustidens
29132		Castoridae
1963757		Castorimorpha
51153		Catagonus
51154		Catagonus wagneri
9526		Catarrhini
61453		Catopuma
61454	CATBA	Catopuma badia
61455		Catopuma temminckii
10140		Cavia
37548	CAVAP	Cavia aperea
717919		Cavia aperea anolaimae
717918		Cavia aperea guianae
717916		Cavia aperea hypoleuca
717917		Cavia aperea pamparum
10144	CAVCU	Cavia cutleri
717921		Cavia fulgida
297387		Cavia magna
717920		Cavia patzelti
10141	CAVPO	Cavia porcellus
10143		Cavia sp.
143287		Cavia tschudii
717914		Cavia tschudii osgoodi
717915		Cavia tschudii sodalis
10139		Caviidae
9498		Cebidae
38070		Cebinae
1965109		Cebuella
9513		Cebus
9514	CEBAL	Cebus albifrons
9516	CEBCA	Cebus capucinus
2715852	CEBIM	Cebus imitator
37294	CEBKA	Cebus kaapori
37295	CEBOL	Cebus olivaceus
1985287		Cebus olivaceus castaneus
1090893		Cebus olivaceus nigrivittatus
9517		Cebus sp.
1967451		Cebus sp. 1 EG-2017
1967452		Cebus sp. 2 EG-2017
1090916		Cebus sp. MAS-2011
1985288		Cebus unicolor
1985289		Cebus versicolor
461396		Centronycteris
463805		Centronycteris centralis
461398		Centronycteris maximiliani
27643		Centurio
27644	CENSE	Centurio senex
280973		Centurio senex greenhalli
1971489		Cephalopachus
9477	CEPBA	Cephalopachus bancanus
1971490		Cephalopachus bancanus bancanus
2567999		Cephalopachus bancanus borneanus
9952		Cephalophinae
9954		Cephalophus
129222	CEPAD	Cephalophus adersi
129223	CEPCA	Cephalophus callipygus
97360	CEPDO	Cephalophus dorsalis
129224	CEPHR	Cephalophus harveyi
129225	CEPJE	Cephalophus jentinki
70738	CEPLE	Cephalophus leucogaster
69299	CEPNA	Cephalophus natalensis
129226	CEPNI	Cephalophus niger
129227	CEPNG	Cephalophus nigrifrons
129228	CEPOG	Cephalophus ogilbyi
129229	CEPRU	Cephalophus rubidus
129230	CEPRF	Cephalophus rufilatus
50347	CEPSI	Cephalophus silvicultor
2706467		Cephalophus sp. BXL004
2706470		Cephalophus sp. BXL008
1559512		Cephalophus sp. PG-2014
129231	CEPSP	Cephalophus spadix
129232	CEPWE	Cephalophus weynsi
129233	CEPZE	Cephalophus zebra
27607		Cephalorhynchus
103582	CEPCM	Cephalorhynchus commersonii
27608	CEPEU	Cephalorhynchus eutropia
103583	CEPHA	Cephalorhynchus heavisidii
37035	CEPHE	Cephalorhynchus hectori
1183062		Cephalorhynchus hectori hectori
1276262		Cephalorhynchus hectori maui
9806		Ceratotherium
9807	CERSI	Ceratotherium simum
310713	CERSC	Ceratotherium simum cottoni
73337	CERSS	Ceratotherium simum simum
38601		Cercartetus
38602	CERCU	Cercartetus caudatus
190654		Cercartetus caudatus macrurus
190651	CERCC	Cercartetus concinnus
190652	CERLP	Cercartetus lepidus
190653	CERNU	Cercartetus nanus
9529		Cercocebus
255237	CERAG	Cercocebus agilis
9531	CERAT	Cercocebus atys
1592215		Cercocebus atys atys
75570	CERAL	Cercocebus atys lunulatus
75569	CERCH	Cercocebus chrysogaster
9532	CERGA	Cercocebus galeritus
9530	CERTR	Cercocebus torquatus
81944		Cercocebus torquatus torquatus
9527		Cercopithecidae
9576		Cercopithecidae gen. sp.
9528		Cercopithecinae
314294		Cercopithecoidea
9533		Cercopithecus
867370		Cercopithecus albogularis
1137444		Cercopithecus albogularis albotorquatus
1137476		Cercopithecus albogularis erythrarchus
1137483		Cercopithecus albogularis francescae
867372		Cercopithecus albogularis kolbi
1137484		Cercopithecus albogularis labiatus
1137488		Cercopithecus albogularis moloneyi
1137489		Cercopithecus albogularis monoides
36223	CERAS	Cercopithecus ascanius
192855		Cercopithecus ascanius ascanius
192856		Cercopithecus ascanius katangae
192857	CERAC	Cercopithecus ascanius schmidti
192858		Cercopithecus ascanius whitesidei
303588		Cercopithecus campbelli
304410		Cercopithecus campbelli lowei
9535	CERCP	Cercopithecus cephus
192859		Cercopithecus cephus cephodes
192860		Cercopithecus cephus cephus
